obs_id,season,day_of_week,operational_state,temperatura_c,ph,caudal_m3h,dbo5_mgl,dqo_mgl,dqo_dbo_ratio,nh4_mgl,od_mgl,adh_ugTTF_gVSS_h,toxicity_pct,adh_pct,od_pct,nh4_pct,bhi,bhi_label,decreto_674_dbo_compliant,decreto_674_nh4_compliant
5858,autumn,Sat,healthy,22.68,7.282,13.65,29.11,42.94,1.475,6.45,7.152,2.1237,6.16,47.19,77.74,3.07,78.93,healthy,1,1
5859,winter,Sun,critical,11.87,6.088,20,343.62,775.6,2.257,65,0.05,0.0656,92.37,1.46,0.54,30.95,19.67,critical,0,0
5860,spring,Mon,healthy,22.22,7.018,15.96,53.07,94.69,1.784,9.2,6.27,2.0137,7.56,44.75,68.15,4.38,75.24,healthy,0,1
5861,summer,Tue,critical,26.74,6.006,69.42,498.57,1094.04,2.194,65,0.05,0.1738,57.66,3.86,0.54,30.95,28.95,critical,0,0
5862,autumn,Wed,healthy,20.27,7.244,27.37,52.41,78.75,1.503,11.37,4.633,0.9991,6.31,22.2,50.36,5.41,65.21,stressed,0,1
5863,winter,Thu,critical,9.61,5.207,53.14,451.83,859.76,1.903,179.85,0.05,0.0406,60.89,0.9,0.54,85.64,13.73,critical,0,0
5864,spring,Fri,healthy,24.09,7.342,17.63,42.51,67.27,1.583,8.87,7.881,2.6067,4.46,57.93,85.66,4.23,83.73,healthy,1,1
5865,summer,Sat,healthy,32.32,7.131,12.66,32.1,55.34,1.724,6.76,7.066,2.4292,6.34,53.98,76.81,3.22,80.31,healthy,1,1
5866,autumn,Sun,stressed,20.18,6.669,15.6,57.68,111.94,1.941,20,2.781,0.5343,45.94,11.87,30.22,9.52,46.66,critical,0,1
5867,winter,Mon,critical,13.92,5.978,55.53,383.56,956.03,2.493,162.7,0.05,0.0797,83.54,1.77,0.54,77.48,10.32,critical,0,0
5868,spring,Tue,healthy,16.98,7.288,17.11,46.82,75.71,1.617,7.11,7.353,1.217,8.11,27.04,79.92,3.38,73.87,stressed,1,1
5869,summer,Wed,critical,32.16,4.984,60.24,414.34,908.56,2.193,141.68,0.05,0.0462,61.53,1.03,0.54,67.47,18.14,critical,0,0
5870,autumn,Thu,stressed,20.67,6.903,39.18,83.33,163.03,1.956,52.77,2.765,0.7886,35.25,17.52,30.05,25.13,46.8,critical,0,0
5871,winter,Fri,stressed,14.06,6.894,27.95,132.87,301.92,2.272,71.01,0.05,0.1752,26.53,3.89,0.54,33.81,36.02,critical,0,0
5872,spring,Sat,healthy,20.66,7.257,20.73,21.08,35.58,1.688,5.06,6.526,1.7621,2.3,39.16,70.93,2.41,76.34,healthy,1,1
5873,summer,Sun,healthy,27.82,7.143,6,17.45,26.16,1.499,1,5.718,1.3081,9.55,29.07,62.15,0.48,70.3,stressed,1,1
5874,autumn,Mon,healthy,20.62,7.297,14.19,31.3,50.95,1.628,1,6.44,1.3027,7.85,28.95,70.0,0.48,72.66,stressed,1,1
5875,winter,Tue,critical,13.8,4.954,82.76,372.65,722.23,1.938,167.11,0.05,0.03,49.68,0.67,0.54,79.58,17.99,critical,0,0
5876,spring,Wed,healthy,23.04,6.82,15.5,36.76,58.58,1.594,9.95,4.282,1.0519,2.16,23.38,46.54,4.74,65.76,stressed,1,1
5877,summer,Thu,healthy,31.27,7.327,22.04,36.86,55.55,1.507,8.85,7.804,2.1071,14.61,46.82,84.83,4.22,78.21,healthy,1,1
5878,autumn,Fri,stressed,17.32,7.192,30.54,98.0,160.25,1.635,62.02,1.741,0.5004,36.68,11.12,18.92,29.53,40.96,critical,0,0
5879,winter,Sat,critical,10.61,6.191,21.92,202.55,455.95,2.251,93.15,0.05,0.0663,76.12,1.47,0.54,44.36,20.38,critical,0,0
5880,spring,Sun,stressed,25.72,6.654,19.16,59.94,100.11,1.67,30.85,2.319,0.612,43.49,13.6,25.2,14.69,45.16,critical,0,1
5881,summer,Mon,stressed,24.24,6.7,17.81,163.52,288.7,1.766,50.94,2.62,0.7384,29.73,16.41,28.48,24.26,47.72,critical,0,0
5882,autumn,Tue,healthy,21.74,7.437,22.84,32.7,48.05,1.47,3.94,6.134,1.5997,3.48,35.55,66.67,1.87,74.22,stressed,1,1
5883,winter,Wed,critical,16.71,5.868,27.21,290.92,649.75,2.233,180.99,0.05,0.0936,53.29,2.08,0.54,86.19,15.79,critical,0,0
5884,spring,Thu,critical,26.2,6.539,50.35,427.86,889.57,2.079,100.06,0.05,0.1648,81.69,3.66,0.54,47.65,18.72,critical,0,0
5885,summer,Fri,healthy,27.96,7.385,13.73,29.2,48.29,1.654,6.62,5.954,1.938,9.09,43.07,64.72,3.15,73.88,stressed,1,1
5886,autumn,Sat,healthy,18.16,7.066,17.04,30.3,49.78,1.643,5.8,6.879,1.688,13.74,37.51,74.77,2.76,73.94,stressed,1,1
5887,winter,Sun,healthy,13.05,7.232,6,10,17.22,1.722,1,4.475,0.9819,7.54,21.82,48.64,0.48,65.61,stressed,1,1
5888,spring,Mon,stressed,22.55,7.129,29.28,141.23,267.56,1.895,46.58,0.677,0.646,31.65,14.35,7.36,22.18,41.97,critical,0,0
5889,summer,Tue,healthy,30.28,7.42,14.56,41.03,65.86,1.605,3.81,5.981,1.9651,1,43.67,65.01,1.82,76.47,healthy,1,1
5890,autumn,Wed,healthy,20.33,7.329,22.92,42.01,65.78,1.566,10.2,6.96,2.0347,8.89,45.22,75.65,4.86,76.78,healthy,1,1
5891,winter,Thu,stressed,13.96,7.261,22.71,119.73,210.85,1.761,70.51,2.157,0.4326,24.2,9.61,23.44,33.58,43.82,critical,0,0
5892,spring,Fri,healthy,21.37,7.128,21.09,68.06,108.88,1.6,9.3,7.666,2.9226,6.22,64.95,83.33,4.43,84.41,healthy,0,1
5893,summer,Sat,stressed,29.3,6.775,14.68,75.22,132.7,1.764,56.36,3.896,0.6179,42.37,13.73,42.34,26.84,46.72,critical,0,0
5894,autumn,Sun,healthy,18.76,6.912,6.97,12.67,23.23,1.834,2.63,5.78,1.1022,14.1,24.49,62.83,1.25,67.99,stressed,1,1
5895,winter,Mon,healthy,11.45,7.145,10.25,41.25,67.5,1.636,7.93,5.799,1.454,8.17,32.31,63.03,3.78,70.85,stressed,1,1
5896,spring,Tue,stressed,23.24,6.37,39.74,95.97,189.82,1.978,40.36,2.236,0.3593,34.13,7.98,24.31,19.22,44.74,critical,0,0
5897,summer,Wed,healthy,24.46,7.519,22.55,44.64,83.31,1.866,13.0,7.484,1.6316,11.29,36.26,81.35,6.19,75.03,healthy,1,1
5898,autumn,Thu,stressed,21.79,6.77,27.57,158.55,331.17,2.089,55.63,1.66,0.459,44.3,10.2,18.05,26.49,39.36,critical,0,0
5899,winter,Fri,critical,14.24,5.395,37.27,477.26,1081.49,2.266,172.25,0.05,0.0456,64.48,1.01,0.54,82.02,13.76,critical,0,0
5900,spring,Sat,stressed,23.39,6.592,29.0,56.79,103.84,1.828,22.3,2.51,0.7129,33.19,15.84,27.28,10.62,49.83,critical,0,1
5901,summer,Sun,stressed,25.3,7.26,23.95,58.6,104.67,1.786,20,3.705,0.8691,32.32,19.31,40.27,9.52,54.44,stressed,0,1
5902,autumn,Mon,critical,20.15,6.842,66.66,520.17,1165.45,2.241,173.67,0.05,0.0342,63.94,0.76,0.54,82.7,13.67,critical,0,0
5903,winter,Tue,stressed,16.2,7.053,29.74,63.78,137.51,2.156,57.85,1.563,0.5426,32.15,12.06,16.98,27.55,42.34,critical,0,0
5904,spring,Wed,critical,24.16,4.834,56.41,308.53,736.18,2.386,113.92,0.05,0.02,76.65,0.44,0.54,54.25,17.52,critical,0,0
5905,summer,Thu,healthy,24.26,7.328,14.35,47.66,80.95,1.698,13.85,6.22,2.1964,9.61,48.81,67.61,6.59,75.05,healthy,1,1
5906,autumn,Fri,healthy,17.9,7.03,15.45,24.11,45.15,1.873,1,7.464,1.654,6.49,36.76,81.13,0.48,77.73,healthy,1,1
5907,winter,Sat,critical,12.98,5.651,35.52,257.16,543.52,2.114,131.48,0.05,0.0571,85.33,1.27,0.54,62.61,13.47,critical,0,0
5908,spring,Sun,critical,23.03,6.482,20,180,403.45,2.241,65.4,0.05,0.0537,86.18,1.19,0.54,31.14,21.1,critical,0,0
5909,summer,Mon,critical,32.31,7.268,66.53,357.56,679.85,1.901,158.26,0.05,0.037,69.28,0.82,0.54,75.36,14.18,critical,0,0
5910,autumn,Tue,stressed,23.44,6.465,50.25,110.59,196.68,1.778,110,0.281,0.5246,37.31,11.66,3.06,52.38,31.26,critical,0,0
5911,winter,Wed,critical,13.16,5.916,59.39,365.09,851.49,2.332,108.88,0.05,0.0349,53.45,0.78,0.54,51.85,24.01,critical,0,0
5912,spring,Thu,healthy,23.11,7.422,20.87,35.92,65.24,1.816,8.46,6.53,2.1569,5.92,47.93,70.98,4.03,77.24,healthy,1,1
5913,summer,Fri,critical,28.69,5.117,33.12,347.83,784.05,2.254,120.04,0.05,0.02,83.59,0.44,0.54,57.16,15.06,critical,0,0
5914,autumn,Sat,stressed,22.88,6.436,24.89,76.61,166.62,2.175,20,4.356,0.5505,50.39,12.23,47.34,9.52,49.92,critical,0,1
5915,winter,Sun,stressed,12.07,6.872,14,45,85.91,1.909,20,2.855,0.577,33.96,12.82,31.04,9.52,50.09,stressed,1,1
5916,spring,Mon,stressed,16.29,6.857,32.47,146.6,305.86,2.086,66.41,0.339,0.5452,41.36,12.12,3.69,31.63,35.71,critical,0,0
5917,summer,Tue,healthy,28.92,7.346,16.63,35.04,59.52,1.699,6.65,7.138,2.2466,1,49.92,77.59,3.17,80.84,healthy,1,1
5918,autumn,Wed,healthy,19.31,7.231,20.32,26.07,40.4,1.55,3.99,4.191,1.4003,1,31.12,45.56,1.9,68.44,stressed,1,1
5919,winter,Thu,stressed,11.25,6.884,25.98,62.97,101.54,1.613,70.56,0.932,0.4447,18.86,9.88,10.13,33.6,41.89,critical,0,0
5920,spring,Fri,healthy,22.54,7.101,15.1,29.25,44.92,1.536,3.16,6.589,1.5126,7.05,33.61,71.61,1.5,74.17,stressed,1,1
5921,summer,Sat,critical,30.76,6.321,47.17,399.19,960.63,2.406,91.66,0.05,0.0823,97.08,1.83,0.54,43.65,15.41,critical,0,0
5922,autumn,Sun,critical,17.17,5.764,20,303.82,708.97,2.334,73.01,0.05,0.0436,58.36,0.97,0.54,34.76,27.1,critical,0,0
5923,winter,Mon,critical,11.82,5.675,61.63,295.97,664.15,2.244,151.55,0.05,0.0463,89.93,1.03,0.54,72.17,9.87,critical,0,0
5924,spring,Tue,critical,25.47,5.831,42.51,274.03,634.49,2.315,106.98,0.05,0.1454,54.19,3.23,0.54,50.94,24.66,critical,0,0
5925,summer,Wed,critical,30.07,5.623,53.31,304.69,725.24,2.38,165.77,0.05,0.0424,93.38,0.94,0.54,78.94,7.29,critical,0,0
5926,autumn,Thu,healthy,17.03,7.247,18.88,51.0,84.24,1.652,6.12,5.264,1.2326,1.4,27.39,57.22,2.92,70.07,stressed,0,1
5927,winter,Fri,healthy,13.01,7.063,20.83,37.53,60.91,1.623,13.37,5.835,1.0011,14.48,22.25,63.42,6.37,66.2,stressed,1,1
5928,spring,Sat,stressed,20.82,6.781,22.75,45,97.19,2.16,44.6,3.049,0.7426,43.71,16.5,33.14,21.24,46.17,critical,1,0
5929,summer,Sun,critical,29.38,6.154,20,216.83,450.29,2.077,65,0.05,0.1584,64.64,3.52,0.54,30.95,27.12,critical,0,0
5930,autumn,Mon,stressed,21.11,6.918,29.52,119.37,244.84,2.051,64.75,2.151,0.5379,42.6,11.95,23.38,30.83,40.47,critical,0,0
5931,winter,Tue,healthy,14.24,6.798,21.43,45.21,72.06,1.594,6.65,6.522,1.399,9.35,31.09,70.89,3.17,72.37,stressed,1,1
5932,spring,Wed,stressed,23.32,6.702,49.07,136.6,257.66,1.886,83.18,0.071,0.4938,30.64,10.97,0.77,39.61,35.37,critical,0,0
5933,summer,Thu,stressed,32.26,6.788,35.98,72.1,134.51,1.866,55.9,1.782,0.6096,26.78,13.55,19.37,26.62,44.88,critical,0,0
5934,autumn,Fri,healthy,22.34,7.175,15.16,21.34,34.93,1.637,8.67,5.814,1.9324,8.03,42.94,63.2,4.13,73.49,stressed,1,1
5935,winter,Sat,stressed,14.07,6.87,24.2,129.4,256.54,1.983,41.0,1.047,0.4091,21.95,9.09,11.38,19.53,44.75,critical,0,0
5936,spring,Sun,critical,20.49,5.747,23.28,336.07,826.85,2.46,65,0.05,0.1043,78.49,2.32,0.54,30.95,23.35,critical,0,0
5937,summer,Mon,critical,29.99,4.983,34.43,339.39,679.22,2.001,108.31,0.05,0.0468,79.72,1.04,0.54,51.58,17.57,critical,0,0
5938,autumn,Tue,stressed,16.93,6.428,36.22,175.18,343.58,1.961,84.06,0.774,0.1319,23.92,2.93,8.41,40.03,36.85,critical,0,0
5939,winter,Wed,stressed,14.95,7.201,37.26,83.62,144.57,1.729,106.14,0.174,0.3515,39.2,7.81,1.89,50.54,29.99,critical,0,0
5940,spring,Thu,healthy,27.0,7.275,18.63,35.36,53.41,1.51,5.3,7.007,2.3029,8.76,51.18,76.17,2.52,79.02,healthy,1,1
5941,summer,Fri,healthy,30.94,7.013,12.28,52.6,85.67,1.629,7.63,7.683,1.8125,9.49,40.28,83.51,3.63,77.67,healthy,0,1
5942,autumn,Sat,stressed,19.14,7.189,21.96,45,80.8,1.796,20,2.087,0.7161,32.56,15.91,22.69,9.52,49.13,critical,1,1
5943,winter,Sun,healthy,8.8,7.149,8.68,15.75,27.44,1.743,4.98,6.675,0.8098,11.03,17.99,72.56,2.37,69.29,stressed,1,1
5944,spring,Mon,stressed,20.82,6.667,32.71,56.81,109.12,1.921,72.66,1.633,0.3024,46.52,6.72,17.75,34.6,35.84,critical,0,0
5945,summer,Tue,healthy,30.61,6.927,16.5,46.8,77.69,1.66,7.27,5.789,1.3282,11.27,29.51,62.92,3.46,69.43,stressed,1,1
5946,autumn,Wed,stressed,19.98,6.319,34.13,135.51,282.29,2.083,32.99,3.113,0.5566,20.67,12.37,33.84,15.71,52.46,stressed,0,1
5947,winter,Thu,critical,13.31,6.0,64.57,442.37,1022.3,2.311,190.68,0.05,0.073,75.99,1.62,0.54,90.8,8.84,critical,0,0
5948,spring,Fri,stressed,21.18,6.564,38.53,171.02,318.96,1.865,50.18,1.536,0.5003,35.15,11.12,16.7,23.89,42.19,critical,0,0
5949,summer,Sat,healthy,31.2,7.175,17.08,17.25,24.71,1.432,8.93,5.694,1.7082,1.36,37.96,61.89,4.25,73.56,stressed,1,1
5950,autumn,Sun,stressed,20.2,6.468,20.82,45,89.06,1.979,20,2.649,0.769,31.57,17.09,28.8,9.52,51.2,stressed,1,1
5951,winter,Mon,healthy,8.8,7.431,22.94,39.58,66.23,1.673,8.47,6.954,0.8822,10.49,19.6,75.58,4.04,70.17,stressed,1,1
5952,spring,Tue,healthy,21.22,7.312,19.21,25.83,34.67,1.342,11.93,7.513,2.1025,12.7,46.72,81.66,5.68,77.5,healthy,1,1
5953,summer,Wed,stressed,25.22,6.67,28.99,159.84,273.43,1.711,39.61,1.832,0.7178,27.63,15.95,19.91,18.86,47.34,critical,0,0
5954,autumn,Thu,critical,19.41,5.864,28.21,243.91,579.68,2.377,76.08,0.05,0.0808,77.53,1.79,0.54,36.23,22.15,critical,0,0
5955,winter,Fri,stressed,12.14,6.564,23.88,130.33,230.47,1.768,46.47,0.05,0.2465,24.21,5.48,0.54,22.13,39.92,critical,0,0
5956,spring,Sat,healthy,27.33,7.151,13.05,10,15.07,1.507,4.96,6.291,2.1474,9.17,47.72,68.38,2.36,76.14,healthy,1,1
5957,summer,Sun,healthy,31.22,7.035,8.01,10.69,22.15,2.072,3.82,6.63,1.3507,9.85,30.02,72.06,1.82,72.6,stressed,1,1
5958,autumn,Mon,healthy,20.33,7.315,19.19,20.51,35.52,1.732,9.75,6.794,2.3878,1.87,53.06,73.85,4.64,80.1,healthy,1,1
5959,winter,Tue,healthy,13.98,7.324,27.07,36.18,62.39,1.724,2.64,5.652,0.9552,10.95,21.23,61.43,1.26,67.61,stressed,1,1
5960,spring,Wed,critical,23.43,6.138,73.07,401.64,897.81,2.235,181.55,0.05,0.0889,73.19,1.98,0.54,86.45,10.72,critical,0,0
5961,summer,Thu,stressed,31.69,5.928,40.97,155.17,244.75,1.577,36.74,1.604,0.2512,25.57,5.58,17.43,17.5,44.99,critical,0,0
5962,autumn,Fri,critical,20.46,5.898,57.81,386.85,830.05,2.146,108.18,0.05,0.1494,81.33,3.32,0.54,51.51,17.75,critical,0,0
5963,winter,Sat,stressed,7.41,6.798,30.64,45,77.41,1.72,40.27,2.085,0.3737,40.57,8.3,22.66,19.17,42.81,critical,1,0
5964,spring,Sun,stressed,21.93,7.595,15.85,45,93.42,2.076,20,2.253,0.7689,39.41,17.09,24.49,9.52,48.16,critical,1,1
5965,summer,Mon,healthy,30.08,7.151,18.65,44.17,73.33,1.66,11.69,7.633,1.6871,6.07,37.49,82.96,5.57,77.2,healthy,1,1
5966,autumn,Tue,healthy,21.6,7.093,15.63,48.63,77.98,1.604,10.04,6.188,1.6698,8.92,37.11,67.26,4.78,72.67,stressed,1,1
5967,winter,Wed,healthy,12.22,6.827,18.53,50.85,84.0,1.652,25,6.752,1.3789,15.89,30.64,73.39,11.9,69.06,stressed,0,1
5968,spring,Thu,critical,22.68,6.125,47.19,241.7,513.67,2.125,109.34,0.05,0.0225,74.34,0.5,0.54,52.07,18.66,critical,0,0
5969,summer,Fri,stressed,26.62,6.509,24.45,111.89,189.28,1.692,58.88,1.8,0.7662,39.33,17.03,19.57,28.04,42.31,critical,0,0
5970,autumn,Sat,healthy,21.59,6.896,11.65,25.14,39.63,1.576,4.68,5.597,1.7382,1,38.63,60.84,2.23,74.06,stressed,1,1
5971,winter,Sun,stressed,13.15,6.264,14.72,45,90.15,2.003,21.98,1.05,0.3324,34.24,7.39,11.42,10.47,43.52,critical,1,1
5972,spring,Mon,healthy,19.11,7.245,21.76,32.39,50.18,1.549,11.39,6.621,2.0744,6.39,46.1,71.96,5.43,76.56,healthy,1,1
5973,summer,Tue,critical,28.1,5.779,58.41,289.8,645.62,2.228,123.04,0.05,0.0598,98,1.33,0.54,58.59,11.32,critical,0,0
5974,autumn,Wed,healthy,18.39,7.223,30.45,40.01,65.22,1.63,6.58,6.835,1.4053,6.27,31.23,74.29,3.13,74.03,stressed,1,1
5975,winter,Thu,stressed,16.91,6.627,33.04,179.01,427.39,2.388,49.84,1.177,0.3255,65.77,7.23,12.79,23.73,32.63,critical,0,0
5976,spring,Fri,healthy,25.75,7.171,16.69,33.96,54.47,1.604,14.6,5.767,2.2271,8.6,49.49,62.68,6.95,74.16,stressed,1,1
5977,summer,Sat,critical,28.39,7.586,40.19,180.99,396.75,2.192,111.96,0.05,0.0928,55.41,2.06,0.54,53.31,23.47,critical,0,0
5978,autumn,Sun,healthy,18.91,7.329,12.03,10,17.08,1.708,2.58,6.41,2.164,2.5,48.09,69.67,1.23,78.51,healthy,1,1
5979,winter,Mon,healthy,13.27,7.006,12.55,38.66,72.33,1.871,3.33,5.781,0.9809,9.74,21.8,62.83,1.59,68.33,stressed,1,1
5980,spring,Tue,critical,15.88,5.436,54.52,198.9,455.06,2.288,132.05,0.05,0.0567,84.59,1.26,0.54,62.88,13.58,critical,0,0
5981,summer,Wed,healthy,31.94,7.292,20.91,19.94,31.76,1.593,4.81,6.702,2.0741,10.02,46.09,72.85,2.29,76.66,healthy,1,1
5982,autumn,Thu,healthy,17.91,7.12,21.86,27.98,47.68,1.704,10.53,6.589,1.4249,6.07,31.66,71.62,5.01,73.05,stressed,1,1
5983,winter,Fri,stressed,12.71,6.54,38.96,95.74,184.69,1.929,67.1,1.995,0.2439,31.58,5.42,21.69,31.95,40.89,critical,0,0
5984,spring,Sat,healthy,19.15,7.472,6.19,20.35,32.8,1.611,1.55,6.68,1.7311,7.49,38.47,72.61,0.74,75.71,healthy,1,1
5985,summer,Sun,stressed,28.33,6.188,19.4,58.23,130.7,2.245,21.82,4.176,0.5406,58.65,12.01,45.39,10.39,47.09,critical,0,1
5986,autumn,Mon,healthy,19.41,7.111,20.21,22.58,35.56,1.575,10.38,5.183,1.0928,8.8,24.28,56.34,4.94,66.72,stressed,1,1
5987,winter,Tue,healthy,12.18,7.339,24.47,27.36,50.67,1.852,11.92,6.859,2.0022,9.57,44.49,74.55,5.68,75.95,healthy,1,1
5988,spring,Wed,critical,19.55,6.195,60.73,398.15,976.39,2.452,154.47,0.05,0.0627,88.1,1.39,0.54,73.56,10.07,critical,0,0
5989,summer,Thu,healthy,25.59,7.488,15.63,27.94,45.43,1.626,9.04,8.0,2.4718,6.67,54.93,86.95,4.3,82.73,healthy,1,1
5990,autumn,Fri,healthy,20.45,7.161,13.49,26.92,42.12,1.565,10.12,6.854,2.1146,9.87,46.99,74.5,4.82,76.7,healthy,1,1
5991,winter,Sat,healthy,11.87,7.013,6.31,20.32,34.89,1.717,2.76,5.401,1.1878,2.55,26.4,58.7,1.31,70.31,stressed,1,1
5992,spring,Sun,healthy,20.46,7.339,12.01,10,16.27,1.627,5.45,6.238,1.6488,8.35,36.64,67.8,2.6,73.37,stressed,1,1
5993,summer,Mon,healthy,32.08,7.49,29.19,40.22,66.85,1.662,2.78,7.346,1.7608,13.09,39.13,79.85,1.33,76.14,healthy,1,1
5994,autumn,Tue,stressed,22.85,6.765,31.28,92.88,174.27,1.876,81.15,1.014,0.3948,29.13,8.77,11.02,38.64,38.01,critical,0,0
5995,winter,Wed,critical,11.58,6.226,80.11,370.31,776.99,2.098,162.33,0.05,0.0683,89.92,1.52,0.54,77.3,8.71,critical,0,0
5996,spring,Thu,stressed,22.79,6.754,27.91,159.25,308.45,1.937,50.2,2.079,0.4205,23.55,9.34,22.59,23.91,46.12,critical,0,0
5997,summer,Fri,healthy,28.63,7.099,19.89,24.67,38.68,1.567,4.8,7.149,2.5213,10.82,56.03,77.7,2.29,80.16,healthy,1,1
5998,autumn,Sat,healthy,16.91,7.274,6,24.95,41.93,1.68,1,6.963,1.5538,6.99,34.53,75.69,0.48,75.69,healthy,1,1
5999,winter,Sun,healthy,9.14,7.03,11.28,13.52,23.19,1.716,6.64,9.0,1.5296,11.13,33.99,97.83,3.16,79.38,healthy,1,1
6000,spring,Mon,critical,20.36,5.518,66.02,390.08,761.61,1.952,87.79,0.05,0.0939,70.91,2.09,0.54,41.81,22.48,critical,0,0
6001,summer,Tue,stressed,30.57,5.765,48.28,136.16,285.08,2.094,33.5,0.597,0.1342,33.89,2.98,6.49,15.95,39.91,critical,0,1
6002,autumn,Wed,healthy,20.62,7.077,19.91,22.43,37.12,1.655,4.63,6.372,1.6503,7.14,36.67,69.26,2.21,74.15,stressed,1,1
6003,winter,Thu,stressed,11.35,6.49,32.02,66.71,132.43,1.985,51.58,2.421,0.5578,25.68,12.4,26.31,24.56,47.12,critical,0,0
6004,spring,Fri,stressed,22.01,6.439,34.84,85.71,214.43,2.502,56.6,0.399,0.3665,22.24,8.15,4.34,26.95,40.82,critical,0,0
6005,summer,Sat,healthy,32.54,7.128,16.99,10,16.65,1.665,1,7.959,2.2533,8.73,50.07,86.51,0.48,81.85,healthy,1,1
6006,autumn,Sun,healthy,20.57,7.173,6,10,17.26,1.726,2.77,5.703,1.0058,12.09,22.35,61.99,1.32,67.73,stressed,1,1
6007,winter,Mon,healthy,10.14,7.19,22.09,56.36,83.76,1.486,8.77,5.586,0.9563,12.8,21.25,60.72,4.18,66.25,stressed,0,1
6008,spring,Tue,healthy,21.72,7.125,18.92,20.68,33.96,1.642,8.48,7.743,1.1718,8.79,26.04,84.16,4.04,74.35,stressed,1,1
6009,summer,Wed,stressed,28.99,6.948,37.33,82.41,175.73,2.132,65.56,1.355,0.5502,18.18,12.23,14.73,31.22,44.39,critical,0,0
6010,autumn,Thu,healthy,18.35,7.22,24.16,26.75,39.54,1.478,1.9,7.114,1.3575,8.95,30.17,77.32,0.91,74.41,stressed,1,1
6011,winter,Fri,healthy,11.29,7.215,16.7,50.23,86.09,1.714,11.6,7.67,1.191,4.1,26.47,83.37,5.52,75.05,healthy,0,1
6012,spring,Sat,critical,21.02,6.304,35.67,180,421.67,2.343,104.11,0.05,0.0576,93.71,1.28,0.54,49.58,14.63,critical,0,0
6013,summer,Sun,healthy,27.52,7.085,6,10,17.6,1.76,1,6.721,2.5762,1,57.25,73.05,0.48,82.21,healthy,1,1
6014,autumn,Mon,healthy,22.51,7.173,21.49,15.91,30.2,1.898,5.46,6.251,1.8295,12.12,40.66,67.95,2.6,73.47,stressed,1,1
6015,winter,Tue,healthy,15.32,7.476,24.19,38.24,60.95,1.594,13.1,5.82,1.6453,6.97,36.56,63.27,6.24,71.66,stressed,1,1
6016,spring,Wed,healthy,22.88,7.396,18.71,45.3,78.35,1.73,6.25,6.503,1.9928,5.19,44.28,70.68,2.98,76.7,healthy,1,1
6017,summer,Thu,healthy,24.98,7.247,25.36,46.3,86.42,1.867,13.89,7.116,1.6501,9.79,36.67,77.35,6.61,74.4,stressed,1,1
6018,autumn,Fri,healthy,17.24,7.102,21.77,20.76,36.24,1.745,2.72,6.82,2.1229,10.62,47.18,74.13,1.3,77.35,healthy,1,1
6019,winter,Sat,critical,14.39,5.614,52.96,362.56,889.79,2.454,65,0.05,0.0447,84.65,0.99,0.54,30.95,21.48,critical,0,0
6020,spring,Sun,healthy,21.3,7.133,6,13.33,19.53,1.466,2.69,5.467,1.2924,12.84,28.72,59.42,1.28,68.51,stressed,1,1
6021,summer,Mon,stressed,29.22,7.174,42.76,107.72,231.28,2.147,83.59,1.35,0.8301,15,18.45,14.67,39.8,44.58,critical,0,0
6022,autumn,Tue,critical,18.75,4.892,55.72,494.06,1230.77,2.491,183.16,0.05,0.02,98,0.44,0.54,87.22,3.94,critical,0,0
6023,winter,Wed,healthy,12.33,7.396,24.56,40.16,65.25,1.625,9.29,6.84,1.0695,1,23.77,74.34,4.42,73.17,stressed,1,1
6024,spring,Thu,critical,21.29,5.826,48.02,327.43,726.66,2.219,172.52,0.05,0.0919,83.25,2.04,0.54,82.15,9.29,critical,0,0
6025,summer,Fri,healthy,24.83,7.172,15.86,21.85,36.04,1.65,4.26,5.287,2.0727,9.55,46.06,57.47,2.03,72.99,stressed,1,1
6026,autumn,Sat,healthy,22.24,7.038,20.19,26.72,44.27,1.656,7.37,6.833,2.453,8.51,54.51,74.28,3.51,79.19,healthy,1,1
6027,winter,Sun,healthy,9.45,7.01,6,10,15.82,1.582,1,7.294,1.0462,10.49,23.25,79.28,0.48,72.89,stressed,1,1
6028,spring,Mon,stressed,22.58,6.999,24.27,116.55,184.89,1.586,100.1,0.882,0.0955,41.76,2.12,9.59,47.67,30.57,critical,0,0
6029,summer,Tue,healthy,33.71,6.737,22.95,42.94,63.58,1.481,9.5,6.383,1.7231,9.31,38.29,69.38,4.52,73.46,stressed,1,1
6030,autumn,Wed,healthy,15.49,7.123,18.9,43.61,79.04,1.812,9.09,6.474,1.4106,4.66,31.35,70.37,4.33,73.18,stressed,1,1
6031,winter,Thu,critical,15.72,5.565,57.97,382.08,765.88,2.005,151.04,0.05,0.0914,53.98,2.03,0.54,71.92,19.17,critical,0,0
6032,spring,Fri,healthy,17.79,6.885,24.96,29.76,52.59,1.767,7.76,7.042,1.2308,13.88,27.35,76.55,3.7,71.58,stressed,1,1
6033,summer,Sat,healthy,30.59,7.303,18.13,18.94,31.61,1.669,9.69,5.984,1.2339,9.46,27.42,65.05,4.61,69.6,stressed,1,1
6034,autumn,Sun,healthy,21.96,7.349,11.09,10,16.81,1.681,1,7.389,2.3819,15.15,52.93,80.32,0.48,79.41,healthy,1,1
6035,winter,Mon,healthy,13.92,7.187,19.25,32.94,53.48,1.623,4.3,6.204,1.4335,4.03,31.85,67.43,2.05,73.3,stressed,1,1
